fid,chirality,length,functional_group,doping,mean_ig,max_ig,std_ig,top10_ig
31,"13,1",10,none,1Ti_substitution,0.0937999156795995,1.0,0.21545280259341199,0.7074654882549144
21,"7,5",10,none,2Ti_surface,0.02368395655652872,1.0,0.1244440008724195,0.21440068166446932
38,"13,2",10,SO3H,none,0.06424779336250759,1.0,0.1947198795695815,0.506595996678689
22,"7,5",10,none,2Ti_substitution,0.09783027494515158,1.0,0.22791582799461463,0.7495019676281741
24,"13,1",13,none,none,0.050068670993090106,1.0,0.17557639616259915,0.39832737025026593
4,"6,6",20,none,none,0.8014206438439611,1.0,0.2383223269560364,1.0
41,"13,2",10,none,1Ti_surface,0.01938992032068739,1.0,0.0907960319331406,0.1699880345237132
13,"7,5",13,none,none,0.04557426543800365,1.0,0.1101349898019328,0.17506939719854178
30,"13,1",10,none,1Ti_surface,0.02073393441218453,1.0,0.09234333454814271,0.18331558715227098
33,"13,1",10,none,2Ti_substitution,0.06598985887932232,1.0,0.19603457367962906,0.5497021887072054
